timestamp,latency
1613446795225,75.298
1613447097774,75.266
1613450706289,77.635
1613454314809,79.481
1613457923315,77.173
1613461531831,80.73
1613465140350,79.416
1613468748866,77.818
1613472357380,78.725
1613475965891,78.354
1613479574405,77.774
1613483182919,76.213
1613486791418,76.507
1613490399951,79.675
1613494008465,76.232
1613497616978,77.697
1613501225480,76.002
1613504833991,78.231
1613508442499,76.18
1613512051008,78.068
1613515659512,78.303
1613519268029,81.676
1613522876537,75.843
1613526485034,75.916
1613530093546,75.887
1613533702060,81.682
1613537310584,76.198
1613540919094,75.931
1613544527597,75.867
1613548136107,79.748
1613551744622,75.462
1613555353132,79.761
1613558961643,77.817
1613562570161,77.733
1613566178668,77.969
1613569787170,75.924
1613573395671,78.197
1613577004186,78.531
1613580612696,77.803
1613584221206,78.322
1613587829732,80.104
1613591438250,75.903
1613595046750,76.372
1613598655250,76.239
1613602263761,78.022
1613605872261,77.871
1613609480764,78.121
1613613089259,76.119
1613616697762,76.617
1613620306260,80.25
1613623914766,76.542
1613627523260,76.943
1613631131781,76.548
1613634740295,78.576
1613638348806,78.403
1613641957312,75.782
1613645565816,76.392
1613649174326,76.312
1613652782813,75.889
1613656391318,79.601
1613659999833,75.982
1613663608347,79.42
1613667216859,81.576
1613670825373,79.761
1613674433896,81.666
1613678042410,75.912
1613681650917,81.297
1613685259427,76.011
1613688867937,76.339
1613692476431,76.347
1613696084931,76.508
1613699693441,77.793
1613703301954,76.214
1613706910450,76
1613710518966,81.726
1613714127471,76.269
1613717735977,75.841
1613721344463,76.468
1613724952978,77.492
1613728561471,76.789
1613732169977,76.458
1613735778466,75.898
1613739386974,75.857
1613742995476,78.012
1613746603977,77.922
1613750212487,79.349
1613753820994,79.98
1613757429511,81.741
1613761038022,79.674
1613764646532,77.699
1613768255030,75.84
1613771863541,79.717
1613775472049,76.05
1613779080555,78.279
1613782689071,79.889
1613786297584,78.387
1613789906102,79.778
1613793514616,76.522
1613797123126,78.29
1613800731636,81.251
1613804340156,77.762
1613807948674,78.186
1613811557186,75.897
1613815165703,77.932
1613818774216,78.141
1613822382731,78.476
1613825991233,76.211
1613829599731,76.24
1613833208286,80.425
1613836816827,78.257
1613840425353,77.689
1613844033856,76.139
1613847642361,81.279
1613851250869,76.31
1613854859376,76.195
1613858467877,75.904
1613862076397,75.88
1613865684908,75.964
1613869293415,76.271
1613872901918,76.041
1613876510424,79.714
1613880118943,79.847
1613883727456,81.789
1613887335977,76.84
1613890944492,82.119
1613894553005,81.65
1613898161518,78.33
1613901770024,77.592
1613905378537,81.117
1613908987049,76.296
1613912595556,81.089
1613916204063,75.766
1613919812562,78.106
1613923421060,76.641
1613927029558,76.545
1613930638066,76.565
1613934246579,76.55
1613937855089,78.402
1613941463596,78.275
1613945072115,79.764
1613948680613,76.334
1613952289117,76.22
1613955897626,75.809
1613959506135,77.742
1613963114640,76.476
1613966723158,81.732
1613970331669,78.202
1613973940171,76.272
1613977548674,75.677
1613981157183,76.292
1613984765682,77.716
1613988374194,76.175
1613991982703,79.85
1613995591215,77.751
1613999199719,76.24
1614002808218,75.873
1614006416731,78.055
1614010025244,75.834
1614013633750,79.253
1614017242261,79.736
1614020850779,79.727
1614024459125,76.014
1614028067468,78.251
1614031675820,79.954
1614035284171,77.981
1614038892518,76.683
1614042500863,76.821
1614046109210,76.292
1614049717560,78.287
1614053325908,76.217
1614056934254,76.111
1614060542595,76.57
1614064150941,76.454
1614067759284,79.483
1614071367640,76.696
1614074975980,76.365
1614078584320,80.144
1614082192679,81.533
1614085801027,78.653
1614089409380,78.427
1614093017730,78.397
1614096626074,78.364
1614100234424,76.082
1614103842771,77.688
1614107451114,76.056
1614111059463,78.844
1614114667820,76.061
1614118276165,75.919
1614121884513,78.978
1614125492865,76.35
1614129101210,78.296
1614132709563,81.672
1614136317915,78.185
1614139926269,81.725
1614143534613,76.302
1614147142957,77.886
1614150751302,76.447
1614154359640,75.871
1614157967982,77.746
1614161576324,78.787
1614165184674,76.805
1614168793011,75.871
1614172401354,77.738
1614176009704,78.332
1614179618050,79.508
1614183226392,76.377
1614186834738,78.206
1614190443080,75.719
1614194051421,75.958
1614197659764,78.23
1614201268108,77.754
1614204876459,78.346
1614208484809,78.286
1614212093158,78.292
1614215701500,78.14
1614219309849,81.354
1614222918205,81.505
1614226526559,80.941
1614230134907,79.27
1614233743250,77.327
1614237351591,77.41
1614240959938,75.679
1614244568279,77.747
1614248176628,75.588
1614251784973,77.482
1614255393317,77.295
1614259001660,76.368
1614262610003,76.224
1614266218349,78.971
1614269826693,77.168
1614273435037,77.597
1614277043383,75.824
1614280651728,77.337
1614284260070,75.757
1614287868412,77.68
1614291476760,75.969
1614295085109,80.715
1614298693463,79.407
1614302301807,75.987
1614305910150,77.57
1614309518493,75.846
1614313126852,77.386
1614316735192,77.524
1614320343535,75.465
1614323951880,76.41
1614327560223,77.463
1614331168569,77.939
1614334776915,80.932
1614338385264,77.898
1614341993603,77.383
1614345601944,75.556
1614349210286,75.593
1614352818627,75.583
1614356426967,77.498
1614360035307,75.408
1614363643651,77.62
1614367252000,77.997
1614370860349,77.872
1614374468695,80.423
1614378077045,80.359
1614381685398,77.768
1614385293745,77.867
1614388902091,75.344
1614392510439,77.886
1614396118789,76.064
1614399727135,75.454
1614403335480,77.358
1614406943825,76.092
1614410552174,77.695
1614414160523,78.704
1614417768869,78.921
1614421377215,77.745
1614424985565,77.877
1614428593905,76.627
1614432202248,76.338
1614435810592,76.312
1614439418936,78.52
1614443027281,78.076
1614446635629,78.315
1614450243968,75.95
1614453852310,77.836
1614457460652,76.043
1614461068996,76.524
1614464677341,78.522
1614468285690,78.497
1614471894036,81.804
1614475502387,76.336
1614479110735,78.275
1614482719087,78.146
1614486327437,77.862
1614489935784,78.238
1614493544133,81.601
1614497152478,77.95
1614500760823,75.508
1614504369164,77.771
1614507977511,77.912
1614511585856,78.025
1614515194198,75.964
1614518802545,80.171
1614522410891,76.151
1614526019234,79.198
1614529627586,81.867
1614533235935,76.486
1614536844271,77.297
1614540452616,79.794
1614544060961,77.87
1614547669304,81.645
1614551277650,78.234
1614554885994,77.87
1614558494335,78.361
1614562102684,79.795
1614565711021,76.377
1614569319363,76.095
1614572927708,79.665
1614576536054,75.944
1614580144395,76.707
1614583752742,78.238
1614587361088,77.796
1614590969438,78.34
1614594577785,78.715
1614598186129,76.558
1614601794473,77.978
1614605402817,77.685
1614609011166,79.534
1614612619519,79.687
1614616227871,76.015
1614619836215,77.918
1614623444568,78.95
1614627052916,78.742
1614630661267,77.866
1614634269619,78.529
1614637877969,76.012
1614641486309,78.882
1614645094659,75.868
1614648703009,76.097
1614652311356,81.41
1614655919698,75.921
1614659528045,78.06
1614663136395,81.45
1614666744748,78.492
1614670353115,78.027
1614673961460,77.78
1614677569810,77.887
1614681178160,76.053
1614684786531,76.444
1614688394879,76.02
1614692003225,78.715
1614695611571,76.13
1614699219917,76.3
1614702828262,76.481
1614706436610,77.107
1614710044961,76.752
1614713653306,78.369
1614717261651,76.513
1614720870002,82.215
1614724478356,78.153
1614728086705,78.004
1614731695045,76.292
1614735303388,78.469
1614738911738,78.437
1614742520088,76.487
1614746128439,80.012
1614749736786,76.687
1614753345133,78.366
1614756953485,78.425
1614760561833,78.549
1614764170186,81.996
1614767778546,77.971
1614771386884,76.072
1614774995233,78.371
1614778603587,81.85
1614782211940,78.174
1614785820284,76.009
1614789428624,76.356
1614793036973,78.288
1614796645313,77.734
1614800253664,78.287
1614803862003,76.112
1614807470355,81.721
1614811078703,76.475
1614814687048,81.368
1614818295405,79.665
1614821903756,76.464
1614825512106,82.346
1614829120452,78.383
1614832728801,77.569
1614836337144,76.404
1614839945496,77.701
1614843553838,77.802
1614847162178,75.38
1614850770521,77.691
1614854378867,78.058
1614857987212,75.905
1614861595555,75.432
1614865203903,78.574
1614868812248,78.204
1614872420598,79.503
1614876028947,77.819
1614879637294,75.643
1614883245643,75.736
1614886853990,77.871
1614890462337,79.686
1614894070704,77.552
1614897679044,75.542
1614901287388,78.344
1614904895736,76.381
1614908504077,78.129
1614912112428,76.56
1614915720775,75.729
1614919329121,77.576
1614922937467,76.348
1614926545809,75.863
1614930154149,76.203
1614933762494,75.825
1614937370846,78.257
1614940979201,81.321
1614944587555,79.012
1614948195906,78.894
1614951804254,77.447
1614955412607,80.722
1614959020949,75.913
1614962629292,75.924
1614966237639,75.496
1614969845985,77.696
1614973454327,75.477
1614977062676,77.842
1614980671019,75.635
1614984279362,76.356
1614987887713,75.977
1614991496054,76.11
1614995104404,77.673
1614998712760,79.516
1615002321109,78.902
1615005929458,80.69
1615009537805,75.631
1615013146147,75.888
1615016754484,75.575
1615020362830,76.003
1615023971168,75.841
1615027579517,79.417
1615031187869,77.583
1615034796213,75.951
1615038404562,77.966
1615042012912,77.645
1615045621256,75.631
1615049229597,75.585
1615052837948,77.905
1615056446293,77.291
1615060054643,77.973
1615063662987,77.963
1615067271327,79.145
1615070879675,77.971
1615074488025,79.763
1615078096372,75.7
1615081704716,77.534
1615085313058,77.43
1615088921405,75.567
1615092529750,77.528
1615096138099,77.921
1615099746445,79.378
1615103354799,75.605
1615106963147,75.555
1615110571492,77.36
1615114179839,75.658
1615117788186,76.196
1615121396531,77.71
1615125004883,77.906
1615128613228,75.396
1615132221574,75.935
1615135829923,77.524
1615139438266,77.429
1615143046606,75.918
1615146654952,78.95
1615150263293,76.067
1615153871642,77.275
1615157479985,75.466
1615161088324,75.706
1615164696671,75.91
1615168305016,79.49
1615171913366,75.977
1615175521721,81.384
1615179130074,76.051
1615182738418,77.244
1615186346761,77.686
1615189955113,81.468
1615193563470,81.673
1615197171826,81.526
1615200780177,76.208
1615204388517,75.624
1615207996867,80.466
1615211605225,81.393
1615215213577,77.439
1615218821927,76.508
1615222430266,77.631
1615226038622,81.591
1615229646963,75.527
1615233255306,76.581
1615236863657,78.333
1615240472001,78.378
1615244080349,79.49
1615247688700,78.441
1615251297044,79.944
1615254905397,80.041
1615258513741,77.381
1615262122089,75.488
1615265730440,80.85
1615269338782,75.349
1615272947117,75.324
1615276555459,77.753
1615280163804,75.328
1615283772152,77.183
1615287380497,75.266
1615290988838,77.852
1615294597183,75.874
1615298205527,76.3
1615301813878,81.975
1615305422230,77.299
1615309030579,79.429
1615312638926,77.737
1615316247270,76.058
1615319855614,78.282
1615323463965,77.681
1615327072310,79.569
1615330680654,76.476
1615334289000,76.768
1615337897351,78.752
1615341505700,77.723
1615345114047,78.187
1615348722393,78.557
1615352330738,77.97
1615355939087,78.449
1615359547432,75.894
1615363155775,77.697
1615366764119,78.646
1615370372462,75.412
1615373980806,75.503
1615377589149,78.044
1615381197492,76.458
1615384805864,75.951
1615388414206,75.93
1615392022549,77.294
1615395630898,79.166
1615399239247,78.1
1615402847597,81.364
1615406455952,77.941
1615410064290,75.811
1615413672632,77.388
1615417280979,77.849
1615420889320,75.538
1615424497669,75.79
1615428106009,75.79
1615431714353,75.933
1615435322703,77.412
1615438931050,80.647
1615442539400,81.292
1615446147757,80.073
1615449756110,79.893
1615453364468,80.439
1615456972830,79.983
1615460581190,80.132
1615464189544,79.895
1615467797900,80.263
1615471406252,80.103
1615475014605,80.071
1615478622959,80.299
1615482231312,80.996
1615485839666,80.19
1615489448017,80.372
1615493056372,80.361
1615496664727,80.176
1615500273086,80.3
1615503881440,80.432
1615507489803,80.633
1615511098158,80.261
1615514706511,80.068
1615518314862,80.133
1615521923216,80.19
1615525531567,80.032
1615529139919,80.195
1615532748266,80.006
1615536356619,80.352
1615539964975,80.305
1615543573327,79.925
1615547181683,80.247
1615550790034,80.395
1615554398389,80.804
1615558006750,81.311
1615561615113,87.822
1615565223474,81.01
1615568831844,80.524
1615572440200,80.704
1615576048560,80.514
1615579656917,80.6
1615583265275,80.692
1615586873629,80.711
1615590481986,80.878
1615594090337,80.812
1615597698693,80.19
1615601307042,80.091
1615604915394,80.579
1615608523746,80.671
1615612132105,79.932
1615615740459,79.983
1615619348813,80.088
1615622957165,79.867
1615626565517,79.984
1615630173870,80.051
1615633782222,80.313
1615637390573,80.116
1615640998929,80.733
1615644607278,80.341
1615648215632,80.004
1615651823986,80.09
1615655432335,79.795
1615659040692,80.195
1615662649041,80.147
1615666257393,79.834
1615669865746,80.041
1615673474097,79.94
1615677082457,80.062
1615680690809,80.095
1615684299162,80.004
1615687907515,80.114
1615691515868,80.327
1615695124221,80.17
1615698732575,79.933
1615702340928,79.808
1615705949277,79.829
1615709557631,80.417
1615713165987,80.175
1615716774339,80.022
1615720382692,80.166
1615723991042,80.437
1615727599396,80.213
1615731207749,80.297
1615734816107,80.185
1615738424461,80.169
1615742032813,80.06
1615745641168,80.024
1615749249525,80.15
1615752857878,80.176
1615756466236,80.131
1615760074590,80.096
1615763682943,80.204
1615767291292,80.289
1615770899646,79.891
1615774508001,80.02
1615778116355,79.929
1615781724754,80.246
1615785333109,80.322
1615788941463,79.973
1615792549819,79.864
1615796158173,80.142
1615799766527,80.203
1615803374882,80.231
1615806983234,80.093
1615810591586,81.472
1615814199942,79.843
1615817808292,79.962
1615821416645,80.044
1615825024999,80.225
1615828633352,80.558
1615832241706,80.063
1615835850055,80.243
1615839458408,79.897
1615843066761,80.302
1615846675115,80.346
1615850283468,80.077
1615853891826,79.987
1615857500179,79.884
1615861108536,80.368
1615864716887,80.067
1615868325239,80.054
1615871933592,79.995
1615875541946,80.344
1615879150295,80.615
1615882758651,80.512
1615886367002,80.147
1615889975356,80.901
1615893583709,80.381
1615897192061,79.826
1615900800413,80.662
1615904408769,81.034
1615908017126,80.86
1615911625483,80.954
1615915233839,81.043
1615918842198,80.835
1615922450555,80.334
1615926058910,80.655
1615929667266,80.363
1615933275621,80.311
1615936883974,80.354
1615940492326,81.281
1615944100681,80.916
1615947709033,80.562
1615951317385,80.461
1615954925741,80.011
1615958534095,80.288
1615962142450,80.312
1615965750811,79.778
1615969359164,80.364
1615972967516,80.233
1615976575869,79.636
1615980184227,79.791
1615983792580,79.643
1615987400940,83.204
1615991009291,80.277
1615994617645,80.454
1615998226000,80.494
1616001834354,80.315
1616005442711,80.45
1616009051062,80.244
1616012659414,80.293
1616016267768,80.66
1616019876123,81.519
1616023484479,80.418
1616027092832,80.338
1616030701186,80.505
1616034309538,80.377
1616037917898,80.594
1616041526255,80.475
1616045134610,80.197
1616048742966,80.507
1616052351318,80.187
1616055959672,80.519
1616059568025,80.531
1616063176382,80.386
1616066784736,80.384
1616070393091,80.921
1616074001446,80.418
1616077609801,80
1616081218158,80.05
1616084826513,80.371
