timestamp,latency
1613871663146,75.228
1613875271630,75.001
1613878880127,75.018
1613882488630,73.984
1613886097115,73.318
1613889705590,73.56
1613893314092,73.589
1613896922583,73.501
1613900531072,73.498
1613904139567,73.435
1613907748064,73.568
1613911356545,80.85
1613914965052,73.506
1613918573545,75.001
1613922182047,73.502
1613925790531,75.193
1613929399021,74.943
1613933007517,77.527
1613936616016,74.967
1613940224510,75.418
1613943833016,74.978
1613947441499,75.035
1613951049994,74.894
1613954658481,74.92
1613958266982,74.597
1613961875466,74.514
1613965483951,74.474
1613969092452,76.05
1613972700951,74.427
1613976309439,74.56
1613979917917,75.676
1613983526421,74.443
1613987134918,74.557
1613990743414,74.116
1613994351911,73.31
1613997960397,76.026
1614001568902,73.606
1614005177399,73.469
1614008785899,73.071
1614012394391,73.484
1614016002892,73.585
1614019611383,73.129
1614023219787,73.105
1614026828206,73.515
1614030436613,73.762
1614034045022,73.442
1614037653430,73.476
1614041261850,74.516
1614044870271,74.43
1614048478682,74.567
1614052087088,74.415
1614055695496,73.819
1614059303916,73.492
1614062912322,73.576
1614066520740,73.66
1614070129163,74.968
1614073737586,75.061
1614077346006,73.549
1614080954424,73.635
1614084562843,74.147
1614088171260,75.014
1614091779681,75.038
1614095388108,73.637
1614098996527,73.603
1614102604948,73.526
1614106213361,75.48
1614109821767,74.977
1614113430175,78.835
1614117038607,75.042
1614120647016,75.1
1614124255440,74.922
1614127863844,75.081
1614131472262,75.277
1614135080681,75.056
1614138689093,75.028
1614142297511,75.002
1614145905920,75.005
1614149514607,73.783
1614153123025,73.498
1614156731448,74.899
1614160339865,73.333
1614163948278,73.774
1614167556684,75.11
1614171165099,73.889
1614174773518,73.213
1614178381924,77.164
1614181990341,75.591
1614185598750,75.075
1614189207172,72.9
1614192815590,73.608
1614196423998,73.477
1614200032400,73.391
1614203640815,73.441
1614207249233,75.681
1614210857641,73.705
1614214466046,73.583
1614218074455,73.601
1614221682877,76.131
1614225291297,73.531
1614228899717,73.386
1614232508132,73.407
1614236116535,73.534
1614239724941,73.635
1614243333359,74.816
1614246941786,73.659
1614250550206,74.266
1614254158623,73.604
1614257767041,73.689
1614261375450,73.331
1614264983871,73.376
1614268592270,74.892
1614272200696,75.111
1614275809101,75.216
1614279417519,75.216
1614283025942,74.93
1614286634357,75.07
1614290242764,74.886
1614293851187,75.499
1614297459608,75.083
