timestamp,latency
1613446794669,75.375
1613447273033,75.392
1613447684365,75.707
1613451292874,75.414
1613454901381,76.014
1613458509898,77.763
1613462118407,78.919
1613465726926,78.104
1613469335436,75.856
1613472943952,77.71
1613476552465,77.641
1613480160986,78.163
1613483769495,76.169
1613487378011,76.651
1613490986524,80.071
1613494595047,76.246
1613498203562,75.89
1613501812078,81.402
1613505420602,77.749
1613509029138,81.423
1613512637653,78.087
1613516246168,76.275
1613519854682,78.124
1613523463197,76.083
1613527071712,81.283
1613530680230,75.989
1613534288747,76.034
1613537897249,77.874
1613541505771,76.012
1613545114281,76.242
1613548722795,78.026
1613552331305,81.244
1613555939825,81.672
1613559548340,76.267
1613563156851,76.012
1613566765362,76.248
1613570373871,75.999
1613573982373,77.671
1613577590900,78.112
1613581199401,77.629
1613584807927,78.664
1613588416436,78.225
1613592024958,76.277
1613595633466,81.652
1613599242003,81.711
1613602850530,78.466
1613606459044,79.74
1613610067566,81.562
1613613676077,76.57
1613617284589,76.684
1613620893095,80.307
1613624501602,78.51
1613628110125,78.733
1613631718635,76.645
1613635327153,76.641
1613638935673,78.208
1613642544191,78.153
1613646152708,76.099
1613649761212,81.687
1613653369734,78.265
1613656978242,78.109
1613660586756,77.79
1613664195281,79.383
1613667803789,76.65
1613671412298,76.318
1613675020815,77.777
1613678629327,75.923
1613682237841,77.647
1613685846350,76.06
1613689454855,76.015
1613693063357,76.306
1613696671858,76.151
1613700280360,77.955
1613703888881,77.71
1613707497397,76.24
1613711105913,81.694
1613714714434,76.215
1613718322941,78.189
1613721931450,78.225
1613725539971,77.827
1613729148478,75.966
1613732756988,77.749
1613736365488,78.122
1613739974009,75.92
1613743582518,77.779
1613747191030,78.158
1613750799546,77.74
1613754408060,79.839
1613758016582,79.794
1613761625098,79.976
1613765233624,81.738
1613768842136,76.163
1613772450645,79.846
1613776059159,76.257
1613779667663,81.262
1613783276184,81.589
1613786884708,78.048
1613790493218,79.399
1613794101735,76.29
1613797710234,78.133
1613801318741,76.018
1613804927246,78.187
1613808535767,75.904
1613812144285,77.948
1613815752806,78.251
1613819361328,78.301
1613822969833,78.105
1613826578342,76.333
1613830186848,76.246
1613833795359,77.689
1613837403888,81.677
1613841012397,75.864
1613844620900,77.674
1613848229401,78.122
1613851837912,76.179
1613855446427,76.303
1613859054941,75.835
1613862663444,75.727
1613866271963,75.912
1613869880466,81.228
1613873488986,76.012
1613877097488,79.605
1613880706010,79.865
1613884314538,81.248
1613887923052,77.829
1613891531569,81.95
1613895140088,81.644
1613898748612,80.125
1613902357133,76.468
1613905965641,76.174
1613909574146,81.497
1613913182673,81.178
1613916791184,77.63
1613920399701,75.744
1613924008215,77.949
1613927616740,78.024
1613931225254,81.949
1613934833775,76.464
1613938442291,78.111
1613942050799,75.927
1613945659304,79.526
1613949267810,75.847
1613952876315,76.17
1613956484826,76.222
1613960093344,77.986
1613963701854,76.302
1613967310357,79.307
1613970918867,78.007
1613974527369,75.864
1613978135871,81.269
1613981744391,76.179
1613985352895,77.795
1613988961411,75.778
1613992569912,76.536
1613996178418,77.682
1613999786932,78.152
1614003395427,75.878
1614007003947,78.71
1614010612461,81.724
1614014220986,79.256
1614017829504,77.928
1624815433127,80.47
1624819041669,80.392
1624822650180,77.362
1624826258695,77.4
1624829867211,77.448
1624833475734,84.015
1624837084255,77.794
1624840692779,80.278
1624844301313,76.898
1624847909833,79.787
1624851518366,83.94
1624855126893,80.397
1624858735411,77.589
1624862343934,84.614
1624865952454,81.804
1624869560975,84.182
1624873169501,77.089
1624876778009,81.076
1624880386527,80.458
1624883995038,81.379
1624887603562,80.925
1624891212082,83.367
1624894820611,81.154
1624898429140,77.756
1624902037658,78.082
1624905646177,79.908
1624909254695,77.088
1624912863222,79.96
1624916471771,77.44
1624920080296,81.218
1624923688837,80.42
1624927297361,84.051
1624930905899,84.273
1624934514439,76.68
1624938122964,80.625
1624941731472,76.898
1624945339996,77.661
1624948948519,77.222
1624952557029,77.049
1624956165535,77.279
1624959774056,80.205
1624963382580,80.614
1624966991106,77.163
1624970599617,77.661
1624974208138,76.983
1624977816649,76.659
1624981425164,76.712
1624985033698,80.366
1624988642215,76.915
1624992250719,79.278
1624995859224,77.926
1624999467736,76.778
1625003076248,76.539
1625006684756,77.194
1625010293257,80.321
1625013901778,80.485
1625017510303,80.859
1625021118828,80.632
1625024727343,84.303
1625028335875,84.323
1625031944407,85.549
1625035552945,86.44
1625039161480,77.856
1625042770011,81.277
1625046378554,80.634
1625049987084,83.894
1625053595616,80.821
1625057204145,80.762
1625060812681,85.938
1625064421228,79.703
1625068029761,83.113
1625071638301,80.734
1625075246828,83.364
1625078855354,82.533
1625082463889,79.704
1625086072419,79.752
1625089680948,83.176
1625093289481,82.176
1625096898015,82.713
1625100506544,80.391
1625104115068,84.3
1625107723588,80.371
1625111332103,80.627
1625114940635,81.517
1625118549162,81
1625122157686,80.596
1625125766205,80.799
1625129374731,77.727
1625132983250,77.681
1625136591773,80.688
1625140200333,80.688
1625143808871,77.944
1625147417378,80.925
1625151025900,84.41
1625154634421,77.571
1625158242931,79.895
1625161851454,80.761
1625165459992,80.675
1625169068508,77.566
1625172677030,79.855
1625176285561,77.262
1625179894075,80.098
1625183502589,76.884
1625187111106,80.29
1625190719624,83.955
1625194328145,76.582
1625197936681,80.757
1625201545218,80.648
1625205153728,80.548
1625208762253,76.976
1625212370789,77.938
1625215979311,76.866
1625219587824,76.532
1625223196349,76.958
1625226804871,77.502
1625230413378,80.495
1625234021903,80.182
1625237630425,80.393
1625241238964,87.24
1625244847496,80.568
1625248456033,76.629
1625252064551,83.879
1625255673068,77.915
1625259281589,77.426
1625262890097,79.861
1625266498614,77.53
1625270107121,80.654
1625273715637,77.148
1625277324148,79.738
1625280932672,80.294
1625284541193,80.505
1625288149716,77.702
1625291758231,80.828
1625295366751,80.422
1625298975267,80.513
1625302583791,80.483
1625306192323,80.481
1625309800848,83.993
1625313409371,80.652
1625317017899,80.911
1625320626428,77.435
1625324234941,78.061
1625327843461,80.286
1625331451985,80.964
1625335060493,80.744
1625338669022,81.091
1625342277547,80.973
1625345886067,77.365
1625349494577,80.408
1625353103084,80.519
1625356711605,84.74
1625360320132,80.726
1625363928651,78.016
1625367537176,77.075
1625371145682,77.189
1625374754212,80.757
1625378362738,80.648
1625381971268,80.672
1625385579791,81.21
1625389188313,81.007
1625392796841,80.42
1625396405364,77.44
1625400013878,77.614
1625403622395,76.962
1625407230908,80.535
1625410839425,80.436
1625414447946,77.484
1625418056471,78.557
1625421664990,80.121
