timestamp,time
1618085083866,26.162227ms
1618088684407,25.198734ms
1618092284947,27.2155ms
1618095885491,27.335734ms
1618099486039,26.498307ms
1618103086583,26.963606ms
1618106687126,24.142251ms
1618110287666,26.873235ms
1618113888212,27.371682ms
1618117488755,25.621442ms
1618121089295,27.270181ms
1618124689839,25.45471ms
1618128290379,24.865637ms
1618131890923,25.518732ms
1618135491466,26.442251ms
1618139092010,26.291216ms
1618142692554,25.643845ms
1618146293094,26.379871ms
1618149893634,25.576087ms
1618153494175,25.665504ms
1618157094719,24.147147ms
1618160695258,26.802098ms
1618164295802,25.224189ms
1618167896342,23.912189ms
1618171496882,25.59886ms
1618175097422,26.870958ms
1618178697966,27.180242ms
1618182298511,24.151908ms
1618185899050,24.909448ms
1618189499590,25.43345ms
1618193100130,27.572029ms
1618196700675,24.245029ms
1618200301215,25.734966ms
1618203901802,47.407257ms
1618207502579,37.805931ms
1618211103230,28.365946ms
1618214703775,26.127853ms
1618218304318,26.576192ms
1618221904858,28.283635ms
1618225505404,25.666868ms
1618229105947,26.909014ms
1618232706491,27.309913ms
1618236307040,27.659644ms
1618239907584,24.509584ms
1618243508127,25.438504ms
1618247108670,25.365426ms
1618250709211,25.924347ms
1618254309755,25.603583ms
1618257910295,26.30192ms
1618261510839,24.277831ms
1618265111379,25.483951ms
1618268711919,27.095893ms
1618272312463,25.018328ms
1618275913003,27.123798ms
1618279513547,26.665659ms
1618283114092,26.296545ms
1618286714634,25.050274ms
1618290315174,25.784836ms
1618293915715,27.482705ms
1618297516259,27.488434ms
1618301116815,26.149977ms
1618304717359,26.998062ms
1618308317902,26.0302ms
1618311918442,24.10794ms
1618315518982,25.857888ms
1618319119522,26.698879ms
1618322720067,24.353047ms
1618326320606,23.908232ms
1618329921150,31.766571ms
1618333521699,33.232961ms
1618337122247,30.597498ms
1618340722794,31.785939ms
1618344323342,30.995447ms
1618347923890,31.840264ms
1618351524438,30.424821ms
1618355124982,30.362019ms
1618358725527,29.08044ms
1618362326070,30.577941ms
1618365926617,31.828736ms
1618369527163,32.284342ms
1618373127711,31.944692ms
1618376728258,30.098535ms
1618380328802,30.460674ms
1618383929350,32.980546ms
1618387529899,30.382333ms
1618391130447,33.338497ms
1618394730995,32.538096ms
1618398331546,32.960193ms
1618401932094,31.981138ms
1618405532642,31.98545ms
1618409133190,32.731474ms
1618412733739,33.272863ms
1618416334286,30.148238ms
1618419934830,30.716599ms
1618423535379,30.608167ms
1618427135930,30.099311ms
1618430736475,24.891069ms
1618434337015,25.477445ms
1618437937555,26.640509ms
1618441538099,25.216736ms
1618445138642,25.44196ms
1618448739183,25.678438ms
1618452339722,26.31762ms
1618455940263,24.857197ms
1618459540802,26.000819ms
1618463141342,26.60085ms
1618466741882,25.672453ms
1618470342423,25.763178ms
1618473942966,27.431238ms
1618477543511,27.053722ms
1618481144050,25.707019ms
1618484744591,27.152974ms
1618488345134,26.472664ms
1618491945678,25.022664ms
1618495546218,25.346073ms
1618499146759,26.867932ms
1618502747302,25.771105ms
1618506347843,27.05856ms
1618509948389,27.90668ms
1618513548935,25.344885ms
1618517149475,26.352543ms
1618520750015,25.633584ms
1618524350559,26.138886ms
1618527951098,25.669838ms
1618531551638,26.707397ms
1618535152183,27.264135ms
1618538752726,25.477087ms
1618542353266,25.441666ms
1618545953811,26.062258ms
1618549554351,25.315831ms
1618553154890,25.746626ms
1618556755430,24.82472ms
1618560355971,25.456119ms
1618563956511,24.98959ms
1618567557051,24.84988ms
1618571157591,25.470401ms
1618574758131,25.684957ms
1618578358670,25.213559ms
1618581959210,26.881303ms
1618585559750,28.45881ms
1618589160306,26.029682ms
1618592760847,25.507286ms
1618596361404,36.315733ms
1618599962222,38.34174ms
1618603562843,24.539918ms
1618607163384,25.538849ms
1618610763927,25.767684ms
1618614364467,25.604568ms
1618617965039,27.455454ms
1618621565599,26.550243ms
1618625166142,26.439884ms
1618628766687,30.237816ms
1618632367235,24.939306ms
1618635967779,25.599258ms
1618639568320,27.600735ms
1618643168864,26.42031ms
1618646769407,26.466336ms
1618650369951,25.055297ms
1618653970491,27.611098ms
1618657571035,25.63241ms
1618661171575,26.994434ms
1618664772120,26.047454ms
1618668372663,25.903307ms
1618671973203,26.860219ms
1618675573748,26.816379ms
1618679174296,24.369531ms
1618682774835,25.240959ms
1618686375375,24.417074ms
1618689975915,25.098841ms
1618693576456,26.053451ms
1618697176999,26.837884ms
1618700777543,25.737556ms
1618704378084,26.0272ms
1618707978626,26.948617ms
1618711579171,26.444901ms
1618715179714,25.673846ms
1618718780254,26.101245ms
1618722380798,27.080333ms
1618725981343,25.518022ms
1618729581883,24.420396ms
1618733182423,26.258151ms
1618736782963,25.815587ms
1618740383507,26.716497ms
1618743984050,27.308691ms
1618747584594,24.986342ms
1618751185134,25.719756ms
1618754785694,26.940685ms
1618758386243,27.061813ms
1618761986786,26.699438ms
1618765587333,25.385114ms
1618769187876,25.620813ms
1618772788419,27.053605ms
1618776388979,26.101226ms
1618779989522,26.128594ms
1618783590078,26.278929ms
1618787190619,26.66607ms
1618790791164,24.796031ms
1618794391711,29.204777ms
1618797992254,26.628809ms
1618801592799,26.032369ms
1618805193339,24.413265ms
1618808793879,27.470993ms
1618812394441,26.701182ms
1618815994982,23.972948ms
1618819595523,26.154231ms
1618823196067,24.134886ms
1618826796607,27.271362ms
1618830397151,26.838272ms
1618833997711,27.011052ms
1618837598254,26.420334ms
1618841198796,27.054224ms
1618844799338,27.408764ms
1618848399898,26.275909ms
1618852000438,26.499664ms
1618855600982,26.840241ms
1618859201527,24.747224ms
1618862802066,27.330064ms
1618866402611,24.470884ms
1618870003150,27.721822ms
1618873603694,24.251133ms
1618877204226,25.78705ms
1618880804775,24.566917ms
1618884405323,25.564087ms
1618888005871,25.335991ms
1618891606419,26.987581ms
1618895206967,27.92284ms
1618898807515,27.448527ms
1618902408067,28.272781ms
1618906008619,28.100187ms
1618909609171,27.423362ms
1618913209719,30.517008ms
1618916810271,26.717104ms
1618920410819,25.998016ms
1618924011367,27.040365ms
1618927611915,25.740465ms
1618931212469,24.199845ms
1618934813015,25.230829ms
1618938413563,24.182439ms
1618942014111,25.202943ms
1618945614659,25.470986ms
1618949215207,26.543462ms
1618952815755,27.754344ms
1618956416303,26.65488ms
1618960016851,26.215741ms
1618963617400,25.253219ms
1618967217948,28.187267ms
1618970818499,24.785001ms
1618974419047,26.312378ms
1618978019595,23.910191ms
1618981620143,24.372151ms
1618985220691,25.564044ms
1618988821239,26.504611ms
1618992421842,29.667194ms
1618996022399,27.140414ms
1618999622952,25.564364ms
1619003223499,25.81374ms
1619006824047,26.314447ms
1619010424595,24.576681ms
1619014025143,27.053696ms
1619017625691,27.107895ms
1619021226239,25.700153ms
1619024826787,27.222831ms
1619028427336,28.431602ms
1619032027887,25.632472ms
1619035628431,25.965265ms
1619039228979,25.26423ms
1619042829528,27.809508ms
1619046430079,25.909406ms
1619050030627,26.832294ms
1619053631175,25.197149ms
1619057231724,25.766295ms
1619060832271,24.267504ms
1619064432819,25.142658ms
1619068033366,25.525962ms
1619071633915,25.794768ms
1619075234459,26.064978ms
1619078835007,24.94986ms
1619082435555,25.899514ms
1619086036103,23.728629ms
1619089636647,26.278527ms
1619093237191,26.343682ms
1619096837735,25.826441ms
1619100438287,27.210371ms
1619104038835,27.356205ms
1619107639383,25.48699ms
1619111239932,25.948788ms
1619114840480,27.581793ms
1619118441031,25.138596ms
1619122041579,25.2104ms
1619125642127,25.930838ms
1619129242671,27.929995ms
1619132843223,27.109256ms
1619136443772,28.280959ms
1619140044324,28.47704ms
1619143644875,25.850274ms
1619147245423,25.640283ms
1619150845972,25.496161ms
1619154446519,25.513185ms
1619158047067,24.419224ms
1619161647615,25.797775ms
1619165248163,26.629104ms
1619168848711,27.946988ms
1619172449259,25.878102ms
1619176049808,27.256658ms
1619179650359,24.702165ms
1619183250907,25.785267ms
1619186851451,29.330044ms
1619190452004,26.753627ms
1619194052552,25.000948ms
1619197653099,25.102263ms
1619201253647,27.286622ms
1619204854200,27.137936ms
1619208454751,27.140449ms
1619212055302,24.309214ms
1619215655852,25.759436ms
1619219256395,23.917762ms
1619222856939,26.311076ms
1619226457491,27.518076ms
1619230058035,26.754853ms
1619233658584,27.419116ms
1619237259135,24.663348ms
1619240859683,25.415287ms
1619244460231,25.518909ms
1619248060779,27.25188ms
1619251661327,25.294254ms
1619255261875,25.451081ms
1619258862423,25.403577ms
1619262462971,25.070144ms
1619266063515,27.034212ms
1619269664063,27.208674ms
1619273264611,25.164996ms
1619276865159,26.37384ms
1619280465707,25.618837ms
1619284066255,27.627113ms
1619287666805,27.001503ms
1619291267355,25.536815ms
1619294867903,25.292754ms
1619298468448,26.942703ms
1619302069000,25.543609ms
1619305669547,26.810333ms
1619309270095,25.255343ms
1619312870643,26.273517ms
1619316471191,26.977676ms
1619320071740,27.085985ms
1619323672288,27.056571ms
1619327272835,25.570457ms
1619330873384,25.712582ms
1619334473931,27.146345ms
1619338074479,25.942512ms
1619341675027,25.743483ms
1619345275575,26.327262ms
1619348876119,27.236425ms
1619352476671,24.122587ms
1619356077227,27.566387ms
1619359677775,26.35915ms
1619363278323,25.691032ms
1619366878871,29.971901ms
1619370479423,30.642013ms
1619374079975,35.440675ms
1619377680595,30.682274ms
1619381281148,32.634574ms
1619384881734,33.921761ms
1619388482340,31.010549ms
1619392082896,31.383693ms
1619395683451,33.098054ms
1619399284007,31.097733ms
1619402884559,31.00902ms
1619406485111,24.539715ms
1619410085660,25.729472ms
1619413686207,25.978355ms
1619417286755,25.15312ms
1619420887308,26.970462ms
1619424487855,25.65496ms
1619428088403,26.594969ms
1619431688951,26.447403ms
1619435289499,24.651551ms
1619438890047,25.784323ms
1619442490595,24.687433ms
1619446091143,25.122602ms
1619449691691,28.045323ms
1619453292235,24.498218ms
1619456892783,24.423622ms
1619460493331,25.855937ms
1619464093879,25.933524ms
1619467694427,27.328948ms
1619471294975,23.962082ms
1619474895523,26.112999ms
1619478496071,27.185542ms
1619482096615,25.07973ms
1619485697163,25.682685ms
1619489297711,26.074372ms
1619492898259,26.253187ms
1619496498808,26.311312ms
1619500099355,26.392605ms
1619503699903,26.506076ms
1619507300451,27.261537ms
1619510900999,26.938032ms
1619514501547,25.781622ms
1619518102095,26.694189ms
1619521702643,26.099011ms
1619525303191,24.837708ms
1619528903735,26.083338ms
1619532504283,27.419152ms
1619536104835,26.197885ms
1619539705383,27.247001ms
1619543305931,26.156312ms
1619546906479,27.456803ms
1619550507027,26.392784ms
1619554107575,27.378923ms
1619557708123,25.387291ms
1619561308672,26.036172ms
1619564909224,27.153194ms
1619568509772,27.040647ms
1619572110319,26.464738ms
1619575710867,26.013616ms
1619579311415,27.376197ms
1619582911963,26.697315ms
1619586512507,26.056136ms
1619590113055,26.591963ms
1619593713603,27.619969ms
1619597314156,26.393943ms
1619600914703,27.469738ms
1619604515255,26.142522ms
1619608115804,26.423915ms
1619611716354,26.31324ms
1619615316903,27.342315ms
1619618917451,27.834662ms
1619622518000,26.559209ms
1619626118543,26.434505ms
1619629719091,27.131957ms
1619633319639,26.001433ms
1619636920191,26.610585ms
1619640520739,26.682818ms
1619644121287,27.048185ms
1619647721835,26.319479ms
1619651322383,27.193923ms
